prime,gap_from_prev,checks_for_prime,mods_since_last_prime,tested_since_last_prime,avg_tests_per_number,max_sqrt_seen_in_span
25579,2,158,159,2,79.5,159
25583,4,158,162,4,40.5,159
25589,6,158,167,6,27.833333333333332,159
25601,12,159,339,12,28.25,160
25603,2,159,160,2,80.0,160
25609,6,159,192,6,32.0,160
25621,12,159,189,12,15.75,160
25633,12,159,197,12,16.416666666666668,160
25639,6,159,194,6,32.333333333333336,160
25643,4,159,163,4,40.75,160
25657,14,159,302,14,21.571428571428573,160
25667,10,159,244,10,24.4,160
25673,6,159,170,6,28.333333333333332,160
25679,6,159,168,6,28.0,160
25693,14,159,272,14,19.428571428571427,160
25703,10,159,204,10,20.4,160
25717,14,159,230,14,16.428571428571427,160
25733,16,159,239,16,14.9375,160
25741,8,159,175,8,21.875,160
25747,6,159,168,6,28.0,160
25759,12,159,227,12,18.916666666666668,160
25763,4,159,163,4,40.75,160
25771,8,159,241,8,30.125,160
25793,22,159,476,22,21.636363636363637,160
25799,6,159,168,6,28.0,160
25801,2,159,160,2,80.0,160
25819,18,159,452,18,25.11111111111111,160
25841,22,159,232,22,10.545454545454545,160
25847,6,159,206,6,34.333333333333336,160
25849,2,159,160,2,80.0,160
25867,18,159,312,18,17.333333333333332,160
25873,6,159,204,6,34.0,160
25889,16,159,305,16,19.0625,160
25903,14,159,266,14,19.0,160
25913,10,159,186,10,18.6,160
25919,6,159,168,6,28.0,160
25931,12,160,190,12,15.833333333333334,161
25933,2,160,161,2,80.5,161
25939,6,160,201,6,33.5,161
25943,4,160,164,4,41.0,161
25951,8,160,176,8,22.0,161
25969,18,160,319,18,17.72222222222222,161
25981,12,160,274,12,22.833333333333332,161
25997,16,160,206,16,12.875,161
25999,2,160,161,2,80.5,161
26003,4,160,164,4,41.0,161
26017,14,160,227,14,16.214285714285715,161
26021,4,160,164,4,41.0,161
26029,8,160,234,8,29.25,161
26041,12,160,192,12,16.0,161
26053,12,160,288,12,24.0,161
26083,30,160,595,30,19.833333333333332,161
26099,16,160,298,16,18.625,161
26107,8,160,212,8,26.5,161
26111,4,160,164,4,41.0,161
26113,2,160,161,2,80.5,161
26119,6,160,171,6,28.5,161
26141,22,160,417,22,18.954545454545453,161
26153,12,160,270,12,22.5,161
26161,8,160,176,8,22.0,161
26171,10,160,309,10,30.9,161
26177,6,160,171,6,28.5,161
26183,6,160,211,6,35.166666666666664,161
26189,6,160,169,6,28.166666666666668,161
26203,14,160,207,14,14.785714285714286,161
26209,6,160,237,6,39.5,161
26227,18,160,361,18,20.055555555555557,161
26237,10,160,221,10,22.1,161
26249,12,161,199,12,16.583333333333332,162
26251,2,161,162,2,81.0,162
26261,10,161,180,10,18.0,162
26263,2,161,162,2,81.0,162
26267,4,161,165,4,41.25,162
26293,26,161,516,26,19.846153846153847,162
26297,4,161,165,4,41.25,162
26309,12,161,209,12,17.416666666666668,162
26317,8,161,253,8,31.625,162
26321,4,161,165,4,41.25,162
26339,18,161,324,18,18.0,162
26347,8,161,177,8,22.125,162
26357,10,161,200,10,20.0,162
26371,14,161,264,14,18.857142857142858,162
26387,16,161,219,16,13.6875,162
26393,6,161,176,6,29.333333333333332,162
26399,6,161,170,6,28.333333333333332,162
26407,8,161,187,8,23.375,162
26417,10,161,236,10,23.6,162
26423,6,161,194,6,32.333333333333336,162
26431,8,161,183,8,22.875,162
26437,6,161,170,6,28.333333333333332,162
26449,12,161,389,12,32.416666666666664,162
26459,10,161,180,10,18.0,162
26479,20,161,367,20,18.35,162
26489,10,161,244,10,24.4,162
26497,8,161,229,8,28.625,162
26501,4,161,165,4,41.25,162
26513,12,161,205,12,17.083333333333332,162
26539,26,161,322,26,12.384615384615385,162
26557,18,161,338,18,18.77777777777778,162
26561,4,161,165,4,41.25,162
26573,12,162,464,12,38.666666666666664,163
26591,18,162,219,18,12.166666666666666,163
26597,6,162,173,6,28.833333333333332,163
26627,30,162,445,30,14.833333333333334,163
26633,6,162,197,6,32.833333333333336,163
26641,8,162,188,8,23.5,163
26647,6,162,171,6,28.5,163
26669,22,162,299,22,13.590909090909092,163
26681,12,162,330,12,27.5,163
26683,2,162,163,2,81.5,163
26687,4,162,166,4,41.5,163
26693,6,162,179,6,29.833333333333332,163
26699,6,162,171,6,28.5,163
26701,2,162,163,2,81.5,163
26711,10,162,191,10,19.1,163
26713,2,162,163,2,81.5,163
26717,4,162,166,4,41.5,163
26723,6,162,173,6,28.833333333333332,163
26729,6,162,171,6,28.5,163
26731,2,162,163,2,81.5,163
26737,6,162,171,6,28.5,163
26759,22,162,299,22,13.590909090909092,163
26777,18,162,257,18,14.277777777777779,163
26783,6,162,227,6,37.833333333333336,163
26801,18,162,389,18,21.61111111111111,163
26813,12,162,204,12,17.0,163
26821,8,162,184,8,23.0,163
26833,12,162,320,12,26.666666666666668,163
26839,6,162,213,6,35.5,163
26849,10,162,191,10,19.1,163
26861,12,162,292,12,24.333333333333332,163
26863,2,162,163,2,81.5,163
26879,16,162,348,16,21.75,163
26881,2,162,163,2,81.5,163
26891,10,162,181,10,18.1,163
26893,2,162,163,2,81.5,163
26903,10,163,220,10,22.0,164
26921,18,163,282,18,15.666666666666666,164
26927,6,163,180,6,30.0,164
26947,20,163,253,20,12.65,164
26951,4,163,167,4,41.75,164
26953,2,163,164,2,82.0,164
26959,6,163,174,6,29.0,164
26981,22,163,454,22,20.636363636363637,164
26987,6,163,178,6,29.666666666666668,164
26993,6,163,304,6,50.666666666666664,164
27011,18,163,316,18,17.555555555555557,164
27017,6,163,174,6,29.0,164
27031,14,163,428,14,30.571428571428573,164
27043,12,163,201,12,16.75,164
27059,16,163,219,16,13.6875,164
27061,2,163,164,2,82.0,164
27067,6,163,172,6,28.666666666666668,164
27073,6,163,178,6,29.666666666666668,164
27077,4,163,167,4,41.75,164
27091,14,163,298,14,21.285714285714285,164
27103,12,163,223,12,18.583333333333332,164
27107,4,163,167,4,41.75,164
27109,2,163,164,2,82.0,164
27127,18,163,286,18,15.88888888888889,164
27143,16,163,247,16,15.4375,164
27179,36,163,563,36,15.63888888888889,164
27191,12,163,213,12,17.75,164
27197,6,163,238,6,39.666666666666664,164
27211,14,163,252,14,18.0,164
27239,28,164,582,28,20.785714285714285,165
27241,2,164,165,2,82.5,165
27253,12,164,194,12,16.166666666666668,165
27259,6,164,265,6,44.166666666666664,165
27271,12,164,324,12,27.0,165
27277,6,164,173,6,28.833333333333332,165
27281,4,164,168,4,42.0,165
27283,2,164,165,2,82.5,165
27299,16,164,228,16,14.25,165
27329,30,164,427,30,14.233333333333333,165
27337,8,164,324,8,40.5,165
27361,24,164,394,24,16.416666666666668,165
27367,6,164,173,6,28.833333333333332,165
27397,30,164,547,30,18.233333333333334,165
27407,10,164,249,10,24.9,165
27409,2,164,165,2,82.5,165
27427,18,164,287,18,15.944444444444445,165
27431,4,164,168,4,42.0,165
27437,6,164,175,6,29.166666666666668,165
27449,12,164,212,12,17.666666666666668,165
