prime,gap_from_prev,checks_for_prime,mods_since_last_prime,tested_since_last_prime,avg_tests_per_number,max_sqrt_seen_in_span
5867,6,75,90,6,15.0,76
5869,2,75,76,2,38.0,76
5879,10,75,94,10,9.4,76
5881,2,75,76,2,38.0,76
5897,16,75,211,16,13.1875,76
5903,6,75,96,6,16.0,76
5923,20,75,229,20,11.45,76
5927,4,75,79,4,19.75,76
5939,12,76,112,12,9.333333333333334,77
5953,14,76,131,14,9.357142857142858,77
5981,28,76,332,28,11.857142857142858,77
5987,6,76,111,6,18.5,77
6007,20,76,186,20,9.3,77
6011,4,76,80,4,20.0,77
6029,18,76,141,18,7.833333333333333,77
6037,8,76,122,8,15.25,77
6043,6,76,87,6,14.5,77
6047,4,76,80,4,20.0,77
6053,6,76,103,6,17.166666666666668,77
6067,14,76,177,14,12.642857142857142,77
6073,6,76,93,6,15.5,77
6079,6,76,139,6,23.166666666666668,77
6089,10,77,96,10,9.6,78
6091,2,77,78,2,39.0,78
6101,10,77,96,10,9.6,78
6113,12,77,173,12,14.416666666666666,78
6121,8,77,115,8,14.375,78
6131,10,77,100,10,10.0,78
6133,2,77,78,2,39.0,78
6143,10,77,108,10,10.8,78
6151,8,77,97,8,12.125,78
6163,12,77,197,12,16.416666666666668,78
6173,10,77,122,10,12.2,78
6197,24,77,219,24,9.125,78
6199,2,77,78,2,39.0,78
6203,4,77,81,4,20.25,78
6211,8,77,93,8,11.625,78
6217,6,77,86,6,14.333333333333334,78
6221,4,77,81,4,20.25,78
6229,8,77,101,8,12.625,78
6247,18,78,217,18,12.055555555555555,79
6257,10,78,105,10,10.5,79
6263,6,78,93,6,15.5,79
6269,6,78,87,6,14.5,79
6271,2,78,79,2,39.5,79
6277,6,78,87,6,14.5,79
6287,10,78,157,10,15.7,79
6299,12,78,116,12,9.666666666666666,79
6301,2,78,79,2,39.5,79
6311,10,78,97,10,9.7,79
6317,6,78,141,6,23.5,79
6323,6,78,153,6,25.5,79
6329,6,78,87,6,14.5,79
6337,8,78,100,8,12.5,79
6343,6,78,99,6,16.5,79
6353,10,78,103,10,10.3,79
6359,6,78,87,6,14.5,79
6361,2,78,79,2,39.5,79
6367,6,78,87,6,14.5,79
6373,6,78,105,6,17.5,79
6379,6,78,89,6,14.833333333333334,79
6389,10,78,103,10,10.3,79
6397,8,78,94,8,11.75,79
6421,24,79,227,24,9.458333333333334,80
6427,6,79,88,6,14.666666666666666,80
6449,22,79,268,22,12.181818181818182,80
6451,2,79,80,2,40.0,80
6469,18,79,164,18,9.11111111111111,80
6473,4,79,83,4,20.75,80
6481,8,79,99,8,12.375,80
6491,10,79,104,10,10.4,80
6521,30,79,342,30,11.4,80
6529,8,79,155,8,19.375,80
6547,18,79,190,18,10.555555555555555,80
6551,4,79,83,4,20.75,80
6553,2,79,80,2,40.0,80
6563,10,80,173,10,17.3,81
6569,6,80,89,6,14.833333333333334,81
6571,2,80,81,2,40.5,81
6577,6,80,89,6,14.833333333333334,81
6581,4,80,84,4,21.0,81
6599,18,80,161,18,8.944444444444445,81
6607,8,80,96,8,12.0,81
6619,12,80,128,12,10.666666666666666,81
6637,18,80,163,18,9.055555555555555,81
6653,16,80,204,16,12.75,81
6659,6,80,89,6,14.833333333333334,81
6661,2,80,81,2,40.5,81
6673,12,80,158,12,13.166666666666666,81
6679,6,80,95,6,15.833333333333334,81
6689,10,80,133,10,13.3,81
6691,2,80,81,2,40.5,81
6701,10,80,129,10,12.9,81
6703,2,80,81,2,40.5,81
6709,6,80,103,6,17.166666666666668,81
6719,10,80,99,10,9.9,81
6733,14,81,164,14,11.714285714285714,82
6737,4,81,85,4,21.25,82
6761,24,81,227,24,9.458333333333334,82
6763,2,81,82,2,41.0,82
6779,16,81,183,16,11.4375,82
